peak_utc,peak_counts,class_like
2024-05-16 04:45:48,32.0,B/A
2024-05-16 04:48:06,32.2,B/A
2024-05-16 04:50:45,29.0,B/A
2024-05-16 04:55:43,28.6,B/A
2024-05-16 04:58:09,31.8,B/A
2024-05-16 05:00:30,30.1,B/A
2024-05-16 05:03:31,27.0,B/A
2024-05-16 05:05:59,28.8,B/A
2024-05-16 05:08:36,30.6,B/A
2024-05-16 05:11:03,27.4,B/A
2024-05-16 05:13:16,28.2,B/A
2024-05-16 05:15:36,28.3,B/A
2024-05-16 05:18:45,28.8,B/A
2024-05-16 05:21:16,28.6,B/A
2024-05-16 05:23:17,28.7,B/A
2024-05-16 05:26:24,30.9,B/A
2024-05-16 05:29:07,30.2,B/A
2024-05-16 05:31:46,27.7,B/A
2024-05-16 05:33:56,27.7,B/A
2024-05-16 05:36:27,27.7,B/A
2024-05-16 05:38:39,29.9,B/A
2024-05-16 05:40:57,28.4,B/A
2024-05-16 05:44:04,32.6,B/A
2024-05-16 05:46:59,29.3,B/A
2024-05-16 05:49:05,30.4,B/A
2024-05-16 05:52:04,29.8,B/A
2024-05-16 05:54:52,27.4,B/A
2024-05-16 05:57:10,29.9,B/A
2024-05-16 05:59:39,29.1,B/A
2024-05-16 06:02:32,29.9,B/A
2024-05-16 06:05:11,27.9,B/A
2024-05-16 06:07:32,28.5,B/A
2024-05-16 06:09:56,31.0,B/A
2024-05-16 06:12:39,28.5,B/A
2024-05-16 06:14:43,31.4,B/A
2024-05-16 06:17:28,28.6,B/A
2024-05-16 06:19:37,28.0,B/A
2024-05-16 06:22:19,27.9,B/A
2024-05-16 06:25:01,27.9,B/A
2024-05-16 06:29:22,28.7,B/A
2024-05-16 06:31:24,27.1,B/A
2024-05-16 06:34:01,29.6,B/A
2024-05-16 06:37:09,30.5,B/A
2024-05-16 06:40:08,30.5,B/A
2024-05-16 06:43:02,27.6,B/A
2024-05-16 06:45:08,28.9,B/A
2024-05-16 06:48:30,32.6,B/A
2024-05-16 06:51:10,29.0,B/A
2024-05-16 06:53:23,28.6,B/A
2024-05-16 06:55:30,33.4,B/A
2024-05-16 06:57:48,29.8,B/A
2024-05-16 07:00:03,26.6,B/A
2024-05-16 07:02:17,28.3,B/A
2024-05-16 07:04:44,27.3,B/A
2024-05-16 07:07:49,30.9,B/A
2024-05-16 07:10:02,29.2,B/A
2024-05-16 07:12:27,31.4,B/A
2024-05-16 07:15:41,31.2,B/A
2024-05-16 07:18:49,28.6,B/A
2024-05-16 07:21:39,31.5,B/A
2024-05-16 07:24:39,31.6,B/A
2024-05-16 07:26:47,29.9,B/A
2024-05-16 07:29:56,30.6,B/A
2024-05-16 07:31:59,30.4,B/A
2024-05-16 07:34:20,29.0,B/A
2024-05-16 07:36:40,30.7,B/A
2024-05-16 07:39:06,26.7,B/A
2024-05-16 07:41:21,30.5,B/A
2024-05-16 07:44:11,30.3,B/A
2024-05-16 07:46:57,28.4,B/A
2024-05-16 07:50:05,28.1,B/A
2024-05-16 07:52:19,28.2,B/A
2024-05-16 07:55:46,30.7,B/A
2024-05-16 07:57:53,28.4,B/A
2024-05-16 08:00:01,30.7,B/A
2024-05-16 08:02:50,27.1,B/A
2024-05-16 08:05:21,29.6,B/A
2024-05-16 08:07:36,29.7,B/A
2024-05-16 08:10:58,28.8,B/A
2024-05-16 08:13:23,28.8,B/A
2024-05-16 08:15:45,27.7,B/A
2024-05-16 08:18:16,34.3,B/A
2024-05-16 08:20:46,29.6,B/A
2024-05-16 08:22:51,29.4,B/A
2024-05-16 08:24:53,28.0,B/A
2024-05-16 08:27:08,31.8,B/A
2024-05-16 08:31:05,27.9,B/A
2024-05-16 08:33:24,27.7,B/A
2024-05-16 08:36:29,31.6,B/A
2024-05-16 08:38:32,28.2,B/A
2024-05-16 08:41:23,29.1,B/A
2024-05-16 08:43:24,30.3,B/A
2024-05-16 08:45:31,30.0,B/A
2024-05-16 08:49:02,30.2,B/A
2024-05-16 08:51:20,27.4,B/A
2024-05-16 08:53:28,29.6,B/A
2024-05-16 08:56:09,30.9,B/A
2024-05-16 08:58:30,36.7,B/A
2024-05-16 09:01:30,49.4,B/A
2024-05-16 09:04:51,38.2,B/A
2024-05-16 09:07:49,32.1,B/A
2024-05-16 09:10:32,30.1,B/A
2024-05-16 09:14:35,28.7,B/A
2024-05-16 09:16:56,28.0,B/A
2024-05-16 09:19:29,28.0,B/A
2024-05-16 09:21:58,27.7,B/A
2024-05-16 09:24:28,29.4,B/A
2024-05-16 09:27:15,31.1,B/A
2024-05-16 09:29:48,29.8,B/A
2024-05-16 09:32:03,29.0,B/A
2024-05-16 09:34:17,29.7,B/A
2024-05-16 09:36:26,28.5,B/A
2024-05-16 09:38:27,28.4,B/A
2024-05-16 09:40:29,29.6,B/A
2024-05-16 09:43:36,29.5,B/A
2024-05-16 09:45:41,28.3,B/A
2024-05-16 09:48:26,31.8,B/A
2024-05-16 09:51:33,29.4,B/A
2024-05-16 09:54:06,27.2,B/A
2024-05-16 09:57:26,28.9,B/A
2024-05-16 10:00:30,27.1,B/A
2024-05-16 10:02:35,27.2,B/A
2024-05-16 10:05:29,31.5,B/A
2024-05-16 10:08:16,29.2,B/A
2024-05-16 10:10:24,30.2,B/A
2024-05-16 10:13:27,29.3,B/A
2024-05-16 10:16:30,32.8,B/A
2024-05-16 10:18:42,28.1,B/A
2024-05-16 10:21:35,28.4,B/A
2024-05-16 10:23:53,27.6,B/A
2024-05-16 10:26:21,29.1,B/A
2024-05-16 10:28:28,29.4,B/A
2024-05-16 10:30:57,29.1,B/A
2024-05-16 10:33:57,31.2,B/A
2024-05-16 10:36:28,30.1,B/A
2024-05-16 10:39:19,28.7,B/A
2024-05-16 10:41:40,32.2,B/A
2024-05-16 10:44:07,27.5,B/A
2024-05-16 10:46:17,28.7,B/A
2024-05-16 10:48:39,30.7,B/A
2024-05-16 10:51:05,30.8,B/A
2024-05-16 10:54:45,29.8,B/A
2024-05-16 10:56:55,31.9,B/A
2024-05-16 10:59:07,29.0,B/A
2024-05-16 11:02:03,29.1,B/A
2024-05-16 11:04:07,29.6,B/A
2024-05-16 11:07:16,29.4,B/A
2024-05-16 11:09:31,28.1,B/A
2024-05-16 11:11:45,30.7,B/A
2024-05-16 11:14:32,34.0,B/A
2024-05-16 11:16:36,30.9,B/A
2024-05-16 11:19:36,28.7,B/A
2024-05-16 11:22:27,29.6,B/A
2024-05-16 11:25:00,28.2,B/A
2024-05-16 11:27:13,29.2,B/A
2024-05-16 11:29:28,27.7,B/A
2024-05-16 11:32:04,30.8,B/A
2024-05-16 11:34:45,28.6,B/A
2024-05-16 11:37:16,28.4,B/A
2024-05-16 11:39:17,28.2,B/A
2024-05-16 11:42:17,30.2,B/A
2024-05-16 11:45:19,28.9,B/A
2024-05-16 11:47:49,29.5,B/A
2024-05-16 11:50:10,30.5,B/A
2024-05-16 11:53:04,27.7,B/A
2024-05-16 11:55:37,28.3,B/A
2024-05-16 11:58:30,34.1,B/A
2024-05-16 12:01:43,27.1,B/A
2024-05-16 12:04:40,30.3,B/A
2024-05-16 12:07:19,28.0,B/A
2024-05-16 12:09:35,31.4,B/A
2024-05-16 12:12:19,27.7,B/A
2024-05-16 12:15:02,28.0,B/A
2024-05-16 12:17:56,31.1,B/A
2024-05-16 12:20:53,31.8,B/A
2024-05-16 12:23:08,29.4,B/A
2024-05-16 12:25:26,31.3,B/A
2024-05-16 12:27:55,27.9,B/A
2024-05-16 12:29:59,29.9,B/A
2024-05-16 12:32:16,27.8,B/A
2024-05-16 12:34:24,30.1,B/A
2024-05-16 12:36:59,28.0,B/A
2024-05-16 12:39:40,29.1,B/A
2024-05-16 12:41:41,30.2,B/A
2024-05-16 12:43:49,29.7,B/A
2024-05-16 12:45:54,29.9,B/A
2024-05-16 12:48:56,28.8,B/A
2024-05-16 12:51:50,28.6,B/A
2024-05-16 12:54:09,29.5,B/A
2024-05-16 12:57:49,33.2,B/A
2024-05-16 13:00:35,28.2,B/A
2024-05-16 13:02:37,28.2,B/A
2024-05-16 13:04:50,29.1,B/A
2024-05-16 13:07:07,30.9,B/A
2024-05-16 13:09:37,29.7,B/A
2024-05-16 13:11:49,28.5,B/A
2024-05-16 13:13:57,31.1,B/A
2024-05-16 13:16:47,33.8,B/A
2024-05-16 13:19:27,28.6,B/A
2024-05-16 13:21:45,27.3,B/A
2024-05-16 13:23:52,29.6,B/A
2024-05-16 13:25:57,30.0,B/A
2024-05-16 13:28:54,31.1,B/A
2024-05-16 13:31:07,28.8,B/A
2024-05-16 13:33:16,32.3,B/A
2024-05-16 13:37:21,28.2,B/A
2024-05-16 13:40:04,30.4,B/A
2024-05-16 13:42:34,31.7,B/A
2024-05-16 13:45:12,29.7,B/A
2024-05-16 13:48:16,28.4,B/A
2024-05-16 13:50:50,28.7,B/A
2024-05-16 13:53:09,28.1,B/A
2024-05-16 13:55:10,29.2,B/A
2024-05-16 13:57:24,30.1,B/A
2024-05-16 14:00:08,28.8,B/A
2024-05-16 14:02:17,29.6,B/A
2024-05-16 14:04:39,30.6,B/A
2024-05-16 14:06:47,30.6,B/A
2024-05-16 14:09:58,30.1,B/A
2024-05-16 14:12:36,32.6,B/A
2024-05-16 14:15:16,30.8,B/A
2024-05-16 14:17:22,29.5,B/A
2024-05-16 14:20:17,31.4,B/A
2024-05-16 14:22:30,28.6,B/A
2024-05-16 14:25:27,28.0,B/A
2024-05-16 14:29:25,27.6,B/A
2024-05-16 14:32:28,30.4,B/A
2024-05-16 14:34:59,31.3,B/A
2024-05-16 14:37:08,28.5,B/A
2024-05-16 14:39:13,27.8,B/A
2024-05-16 14:42:12,28.2,B/A
2024-05-16 14:44:52,30.4,B/A
2024-05-16 14:46:57,28.1,B/A
2024-05-16 14:49:28,28.1,B/A
2024-05-16 14:54:08,27.3,B/A
2024-05-16 14:56:36,28.2,B/A
2024-05-16 15:00:13,28.5,B/A
2024-05-16 15:02:15,28.3,B/A
2024-05-16 15:04:22,30.0,B/A
2024-05-16 15:06:48,30.0,B/A
2024-05-16 15:09:16,28.5,B/A
2024-05-16 15:11:37,28.2,B/A
2024-05-16 15:14:06,28.0,B/A
2024-05-16 15:18:11,31.0,B/A
2024-05-16 15:22:18,31.7,B/A
2024-05-16 15:24:52,28.3,B/A
2024-05-16 15:27:10,28.3,B/A
2024-05-16 15:29:39,30.5,B/A
2024-05-16 15:31:51,29.3,B/A
2024-05-16 15:35:11,29.4,B/A
2024-05-16 15:37:19,30.5,B/A
2024-05-16 15:39:47,30.2,B/A
2024-05-16 15:42:55,31.1,B/A
2024-05-16 15:45:12,28.5,B/A
2024-05-16 15:47:32,29.0,B/A
2024-05-16 15:50:28,28.0,B/A
2024-05-16 15:52:31,29.5,B/A
2024-05-16 15:55:16,869.8,B/A
2024-05-16 15:57:24,29.6,B/A
2024-05-16 15:59:25,77.5,B/A
2024-05-16 16:05:15,55.0,B/A
2024-05-16 16:09:24,41.9,B/A
2024-05-16 16:12:12,33.7,B/A
2024-05-16 16:15:44,36.7,B/A
2024-05-16 16:19:29,30.2,B/A
2024-05-16 16:21:47,28.1,B/A
2024-05-16 16:24:29,27.7,B/A
2024-05-16 16:27:10,29.1,B/A
2024-05-16 16:29:22,29.0,B/A
2024-05-16 16:31:37,27.5,B/A
2024-05-16 16:33:51,29.8,B/A
2024-05-16 16:36:31,30.4,B/A
2024-05-16 16:38:45,30.7,B/A
2024-05-16 16:41:51,28.1,B/A
2024-05-16 16:44:32,29.6,B/A
2024-05-16 16:46:37,27.9,B/A
2024-05-16 16:48:59,27.6,B/A
2024-05-16 16:51:33,28.1,B/A
2024-05-16 16:53:38,30.8,B/A
2024-05-16 16:56:09,30.3,B/A
2024-05-16 16:59:10,29.2,B/A
2024-05-16 17:01:48,28.5,B/A
2024-05-16 17:04:00,29.0,B/A
2024-05-16 17:06:07,28.2,B/A
2024-05-16 17:08:18,29.1,B/A
2024-05-16 17:10:22,34.0,B/A
2024-05-16 17:12:56,31.2,B/A
2024-05-16 17:15:25,29.2,B/A
2024-05-16 17:17:45,28.1,B/A
2024-05-16 17:19:58,27.0,B/A
2024-05-16 17:22:03,29.5,B/A
2024-05-16 17:24:47,28.9,B/A
2024-05-16 17:27:56,31.4,B/A
2024-05-16 17:30:18,28.5,B/A
2024-05-16 17:32:55,27.0,B/A
2024-05-16 17:35:28,27.8,B/A
2024-05-16 17:38:29,31.8,B/A
2024-05-16 17:41:36,29.9,B/A
2024-05-16 17:44:01,32.7,B/A
2024-05-16 17:46:09,30.1,B/A
2024-05-16 17:48:33,29.9,B/A
2024-05-16 17:51:28,28.3,B/A
2024-05-16 17:54:06,29.0,B/A
2024-05-16 17:56:17,28.2,B/A
2024-05-16 17:58:27,28.9,B/A
2024-05-16 18:00:36,30.8,B/A
2024-05-16 18:03:13,29.9,B/A
2024-05-16 18:05:33,28.9,B/A
2024-05-16 18:07:49,29.0,B/A
2024-05-16 18:10:45,32.0,B/A
2024-05-16 18:14:01,27.4,B/A
2024-05-16 18:16:43,30.6,B/A
2024-05-16 18:18:53,30.8,B/A
2024-05-16 18:21:42,28.8,B/A
2024-05-16 18:23:51,30.1,B/A
2024-05-16 18:26:46,27.8,B/A
2024-05-16 18:28:54,27.8,B/A
2024-05-16 18:31:52,29.9,B/A
2024-05-16 18:33:59,27.4,B/A
2024-05-16 18:37:39,29.7,B/A
2024-05-16 18:39:49,31.2,B/A
2024-05-16 18:43:22,28.6,B/A
2024-05-16 18:46:29,29.8,B/A
2024-05-16 18:48:35,28.5,B/A
2024-05-16 18:50:38,30.0,B/A
2024-05-16 18:53:15,28.3,B/A
2024-05-16 18:55:59,27.4,B/A
2024-05-16 18:58:15,28.3,B/A
2024-05-16 19:00:43,32.3,B/A
2024-05-16 19:03:21,27.6,B/A
2024-05-16 19:05:37,28.0,B/A
2024-05-16 19:08:00,29.1,B/A
2024-05-16 19:10:03,28.5,B/A
2024-05-16 19:12:17,31.4,B/A
2024-05-16 19:14:24,29.8,B/A
2024-05-16 19:16:35,28.2,B/A
2024-05-16 19:19:07,29.0,B/A
2024-05-16 19:21:17,28.7,B/A
2024-05-16 19:24:10,28.4,B/A
2024-05-16 19:28:07,29.4,B/A
2024-05-16 19:30:23,29.6,B/A
2024-05-16 19:32:24,27.9,B/A
2024-05-16 19:34:34,31.2,B/A
2024-05-16 19:36:44,27.8,B/A
2024-05-16 19:40:54,28.0,B/A
2024-05-16 19:43:37,30.5,B/A
2024-05-16 19:46:02,27.8,B/A
2024-05-16 19:48:34,27.8,B/A
2024-05-16 19:50:53,29.3,B/A
2024-05-16 19:53:34,28.8,B/A
2024-05-16 19:57:00,28.5,B/A
2024-05-16 20:00:06,29.4,B/A
2024-05-16 20:02:31,33.3,B/A
2024-05-16 20:05:22,30.5,B/A
2024-05-16 20:07:53,30.5,B/A
2024-05-16 20:10:27,28.4,B/A
2024-05-16 20:12:34,28.5,B/A
2024-05-16 20:14:43,27.7,B/A
2024-05-16 20:16:58,29.9,B/A
2024-05-16 20:19:06,29.8,B/A
2024-05-16 20:21:52,29.2,B/A
2024-05-16 20:23:53,28.1,B/A
2024-05-16 20:27:10,29.2,B/A
2024-05-16 20:29:32,30.6,B/A
2024-05-16 20:34:10,31.5,B/A
2024-05-16 20:38:11,30.1,B/A
2024-05-16 20:40:21,31.2,B/A
2024-05-16 20:42:28,27.7,B/A
2024-05-16 20:44:32,29.3,B/A
2024-05-16 20:46:45,28.5,B/A
2024-05-16 20:48:59,29.4,B/A
2024-05-16 20:51:27,31.5,B/A
2024-05-16 20:54:02,30.5,B/A
2024-05-16 20:56:21,28.0,B/A
2024-05-16 20:58:34,28.3,B/A
2024-05-16 21:00:50,28.8,B/A
2024-05-16 21:03:09,27.5,B/A
2024-05-16 21:05:16,28.7,B/A
2024-05-16 21:07:52,30.0,B/A
2024-05-16 21:10:38,29.6,B/A
2024-05-16 21:12:40,28.4,B/A
2024-05-16 21:15:19,27.4,B/A
2024-05-16 21:17:45,28.4,B/A
2024-05-16 21:20:46,29.1,B/A
2024-05-16 21:23:28,29.2,B/A
2024-05-16 21:25:47,28.4,B/A
2024-05-16 21:29:07,28.1,B/A
2024-05-16 21:31:09,29.3,B/A
2024-05-16 21:33:27,29.7,B/A
2024-05-16 21:35:39,27.9,B/A
2024-05-16 21:38:57,29.3,B/A
2024-05-16 21:41:36,28.3,B/A
2024-05-16 21:43:58,28.4,B/A
2024-05-16 21:46:58,27.5,B/A
2024-05-16 21:49:03,34.8,B/A
2024-05-16 21:51:57,30.4,B/A
2024-05-16 21:54:35,28.6,B/A
2024-05-16 21:56:47,29.5,B/A
2024-05-16 22:00:08,28.5,B/A
2024-05-16 22:02:34,27.8,B/A
2024-05-16 22:05:23,29.4,B/A
2024-05-16 22:07:33,28.8,B/A
2024-05-16 22:09:47,28.2,B/A
2024-05-16 22:11:51,29.7,B/A
2024-05-16 22:13:57,30.5,B/A
2024-05-16 22:16:23,29.3,B/A
2024-05-16 22:18:27,29.1,B/A
2024-05-16 22:20:53,28.8,B/A
2024-05-16 22:22:54,30.5,B/A
2024-05-16 22:24:55,27.9,B/A
2024-05-16 22:28:14,31.7,B/A
2024-05-16 22:31:36,26.7,B/A
2024-05-16 22:34:26,27.8,B/A
2024-05-16 22:36:46,30.1,B/A
2024-05-16 22:39:02,28.9,B/A
2024-05-16 22:41:10,29.5,B/A
2024-05-16 22:43:14,29.6,B/A
2024-05-16 22:45:26,29.1,B/A
2024-05-16 22:48:03,28.2,B/A
2024-05-16 22:50:07,29.0,B/A
2024-05-16 22:52:12,28.3,B/A
2024-05-16 22:54:46,29.1,B/A
2024-05-16 22:56:54,29.8,B/A
2024-05-16 22:58:55,30.1,B/A
2024-05-16 23:00:56,31.9,B/A
2024-05-16 23:03:37,28.2,B/A
2024-05-16 23:05:38,27.7,B/A
2024-05-16 23:08:16,30.8,B/A
2024-05-16 23:11:17,29.2,B/A
2024-05-16 23:13:25,30.2,B/A
2024-05-16 23:15:59,31.2,B/A
2024-05-16 23:18:42,31.0,B/A
2024-05-16 23:20:48,29.9,B/A
2024-05-16 23:23:34,30.5,B/A
2024-05-16 23:25:49,26.9,B/A
2024-05-16 23:28:51,28.3,B/A
2024-05-16 23:31:07,28.1,B/A
2024-05-16 23:33:59,30.3,B/A
2024-05-16 23:36:00,28.6,B/A
2024-05-16 23:38:10,28.8,B/A
2024-05-16 23:40:12,30.6,B/A
2024-05-16 23:43:52,29.4,B/A
2024-05-16 23:46:51,27.5,B/A
2024-05-16 23:50:10,29.2,B/A
2024-05-16 23:52:31,29.3,B/A
2024-05-16 23:55:27,32.1,B/A
2024-05-16 23:58:47,27.8,B/A
2083-03-25 00:03:16,12.0,B/A
2083-03-25 00:05:33,11.0,B/A
2083-03-25 00:07:42,9.0,B/A
2083-03-25 00:09:46,10.0,B/A
2083-03-25 00:11:47,13.0,B/A
2083-03-25 00:13:55,10.0,B/A
2083-03-25 00:16:03,9.0,B/A
2083-03-25 00:18:19,10.0,B/A
2083-03-25 00:20:28,9.0,B/A
2083-03-25 00:22:30,10.0,B/A
2083-03-25 00:24:30,10.0,B/A
2083-03-25 00:26:34,9.0,B/A
2083-03-25 00:28:40,10.0,B/A
2083-03-25 00:30:52,7.0,B/A
2083-03-25 00:33:05,9.0,B/A
2083-03-25 00:35:09,8.0,B/A
2083-03-25 00:37:11,8.0,B/A
2083-03-25 00:39:14,9.0,B/A
2083-03-25 00:41:18,8.0,B/A
2083-03-25 00:43:21,7.0,B/A
2083-03-25 00:45:29,8.0,B/A
2083-03-25 00:47:33,6.0,B/A
2083-03-25 00:49:36,8.0,B/A
2083-03-25 00:51:49,7.0,B/A
2083-03-25 00:53:54,8.0,B/A
2083-03-25 00:55:56,9.0,B/A
2083-03-25 00:57:58,8.0,B/A
2083-03-25 00:59:59,7.0,B/A
2083-03-25 01:02:17,7.0,B/A
2083-03-25 01:04:18,9.0,B/A
2083-03-25 01:06:22,8.0,B/A
2083-03-25 01:08:24,6.0,B/A
2083-03-25 01:10:32,7.0,B/A
2083-03-25 01:12:43,6.0,B/A
2083-03-25 01:14:49,6.0,B/A
2083-03-25 01:16:57,7.0,B/A
2083-03-25 01:19:02,8.0,B/A
2083-03-25 01:21:11,7.0,B/A
2083-03-25 01:23:13,7.0,B/A
2083-03-25 01:25:18,6.0,B/A
2083-03-25 01:27:19,6.0,B/A
2083-03-25 01:29:20,9.0,B/A
2083-03-25 01:31:24,6.0,B/A
2083-03-25 01:33:29,6.0,B/A
2083-03-25 01:35:31,6.0,B/A
2083-03-25 01:37:32,6.0,B/A
2083-03-25 01:39:36,7.0,B/A
2083-03-25 01:41:39,5.0,B/A
2083-03-25 01:43:46,8.0,B/A
2083-03-25 01:45:50,8.0,B/A
2083-03-25 01:47:54,11.0,B/A
2083-03-25 01:50:04,13.0,B/A
2083-03-25 01:52:09,12.0,B/A
2083-03-25 01:54:11,10.0,B/A
2083-03-25 01:56:12,9.0,B/A
2083-03-25 01:58:13,9.0,B/A
2083-03-25 02:00:19,7.0,B/A
2083-03-25 02:02:27,8.0,B/A
2083-03-25 02:04:30,9.0,B/A
2083-03-25 02:06:35,10.0,B/A
2083-03-25 02:08:37,11.0,B/A
2083-03-25 02:10:47,10.0,B/A
2083-03-25 02:12:49,10.0,B/A
2083-03-25 02:14:55,15.0,B/A
2083-03-25 02:17:02,18.0,B/A
2083-03-25 02:19:05,20.0,B/A
2083-03-25 02:21:09,22.0,B/A
2083-03-25 02:23:16,20.0,B/A
2083-03-25 02:25:24,19.0,B/A
2083-03-25 02:27:31,18.0,B/A
2083-03-25 02:29:33,17.0,B/A
2083-03-25 02:31:37,15.0,B/A
2083-03-25 02:33:46,15.0,B/A
2083-03-25 02:35:49,15.0,B/A
2083-03-25 02:37:52,13.0,B/A
2083-03-25 02:39:56,10.0,B/A
2083-03-25 02:42:01,9.0,B/A
2083-03-25 02:44:09,10.0,B/A
2083-03-25 02:46:21,11.0,B/A
2083-03-25 02:48:34,10.0,B/A
2083-03-25 02:50:37,8.0,B/A
2083-03-25 02:52:42,11.0,B/A
2083-03-25 02:54:51,8.0,B/A
2083-03-25 02:56:55,8.0,B/A
2083-03-25 02:58:59,9.0,B/A
2083-03-25 03:01:00,12.0,B/A
2083-03-25 03:03:04,12.0,B/A
2083-03-25 03:05:15,10.0,B/A
2083-03-25 03:07:18,7.0,B/A
2083-03-25 03:09:39,7.0,B/A
2083-03-25 03:11:44,7.0,B/A
2083-03-25 03:13:44,9.0,B/A
2083-03-25 03:15:52,6.0,B/A
2083-03-25 03:18:00,7.0,B/A
2083-03-25 03:20:05,8.0,B/A
2083-03-25 03:22:11,7.0,B/A
2083-03-25 03:24:17,5.0,B/A
2083-03-25 03:26:23,7.0,B/A
2083-03-25 03:28:28,5.0,B/A
2083-03-25 03:30:31,6.0,B/A
2083-03-25 03:32:36,7.0,B/A
2083-03-25 03:34:37,6.0,B/A
2083-03-25 03:36:43,6.0,B/A
2083-03-25 03:38:44,7.0,B/A
2083-03-25 03:40:58,6.0,B/A
2083-03-25 03:43:02,5.0,B/A
2083-03-25 03:45:07,6.0,B/A
2083-03-25 03:47:11,6.0,B/A
2083-03-25 03:49:13,5.0,B/A
2083-03-25 03:51:18,7.0,B/A
2083-03-25 03:53:20,6.0,B/A
2083-03-25 03:55:26,7.0,B/A
2083-03-25 03:57:28,6.0,B/A
2083-03-25 03:59:29,7.0,B/A
2083-03-25 04:01:34,7.0,B/A
2083-03-25 04:03:38,8.0,B/A
2083-03-25 04:05:39,8.0,B/A
2083-03-25 04:07:45,7.0,B/A
2083-03-25 04:09:55,8.0,B/A
2083-03-25 04:11:58,8.0,B/A
2083-03-25 04:14:03,7.0,B/A
2083-03-25 04:16:09,10.0,B/A
2083-03-25 04:18:12,11.0,B/A
2083-03-25 04:20:13,10.0,B/A
2083-03-25 04:22:18,9.0,B/A
2083-03-25 04:24:25,10.0,B/A
2083-03-25 04:26:32,9.0,B/A
2083-03-25 04:28:39,8.0,B/A
2083-03-25 04:30:49,7.0,B/A
2083-03-25 04:32:51,6.0,B/A
2083-03-25 04:34:53,6.0,B/A
2083-03-25 04:37:03,6.0,B/A
2083-03-25 04:39:08,6.0,B/A
2083-03-25 04:41:16,7.0,B/A
2083-03-25 04:43:25,7.0,B/A
2083-03-25 04:45:32,7.0,B/A
2083-03-25 04:47:35,7.0,B/A
2083-03-25 04:49:43,8.0,B/A
2083-03-25 04:51:45,8.0,B/A
2083-03-25 04:53:46,8.0,B/A
2083-03-25 04:55:50,7.0,B/A
2083-03-25 04:57:56,9.0,B/A
2083-03-25 04:59:58,9.0,B/A
2083-03-25 05:02:03,10.0,B/A
2083-03-25 05:04:09,8.0,B/A
2083-03-25 05:06:13,13.0,B/A
2083-03-25 05:08:18,10.0,B/A
2083-03-25 05:10:23,13.0,B/A
2083-03-25 05:12:25,11.0,B/A
2083-03-25 05:14:28,9.0,B/A
2083-03-25 05:16:29,9.0,B/A
2083-03-25 05:18:33,10.0,B/A
2083-03-25 05:20:35,9.0,B/A
2083-03-25 05:22:40,11.0,B/A
2083-03-25 05:24:45,9.0,B/A
2083-03-25 05:26:47,9.0,B/A
2083-03-25 05:28:48,9.0,B/A
2083-03-25 05:30:54,8.0,B/A
2083-03-25 05:33:03,6.0,B/A
2083-03-25 05:35:10,8.0,B/A
2083-03-25 05:37:14,8.0,B/A
2083-03-25 05:39:15,8.0,B/A
2083-03-25 05:41:21,8.0,B/A
2083-03-25 05:43:24,9.0,B/A
2083-03-25 05:45:37,10.0,B/A
2083-03-25 05:47:40,10.0,B/A
2083-03-25 05:49:43,11.0,B/A
2083-03-25 05:51:45,11.0,B/A
2083-03-25 05:53:47,10.0,B/A
2083-03-25 05:55:53,8.0,B/A
2083-03-25 05:57:59,8.0,B/A
2083-03-25 06:00:10,10.0,B/A
2083-03-25 06:02:12,8.0,B/A
2083-03-25 06:04:25,8.0,B/A
2083-03-25 06:06:26,7.0,B/A
2083-03-25 06:08:31,7.0,B/A
2083-03-25 06:10:38,8.0,B/A
2083-03-25 06:12:42,8.0,B/A
2083-03-25 06:14:42,7.0,B/A
2083-03-25 06:16:45,9.0,B/A
2083-03-25 06:18:53,8.0,B/A
2083-03-25 06:20:53,8.0,B/A
2083-03-25 06:22:59,9.0,B/A
2083-03-25 06:25:03,7.0,B/A
2083-03-25 06:27:08,7.0,B/A
2083-03-25 06:29:12,6.0,B/A
2083-03-25 06:31:18,9.0,B/A
2083-03-25 06:33:18,6.0,B/A
2083-03-25 06:35:21,9.0,B/A
2083-03-25 06:37:22,9.0,B/A
2083-03-25 06:39:24,7.0,B/A
2083-03-25 06:41:32,6.0,B/A
2083-03-25 06:43:35,7.0,B/A
2083-03-25 06:45:43,5.0,B/A
2083-03-25 06:47:46,6.0,B/A
2083-03-25 06:49:51,6.0,B/A
2083-03-25 06:51:55,7.0,B/A
2083-03-25 06:53:58,6.0,B/A
2083-03-25 06:56:02,6.0,B/A
2083-03-25 06:58:06,5.0,B/A
2083-03-25 07:00:14,9.0,B/A
2083-03-25 07:02:18,6.0,B/A
2083-03-25 07:04:22,7.0,B/A
2083-03-25 07:06:26,8.0,B/A
2083-03-25 07:08:28,8.0,B/A
2083-03-25 07:10:37,6.0,B/A
2083-03-25 07:12:41,8.0,B/A
2083-03-25 07:14:46,7.0,B/A
2083-03-25 07:16:48,7.0,B/A
2083-03-25 07:18:53,5.0,B/A
2083-03-25 07:21:01,8.0,B/A
2083-03-25 07:23:05,8.0,B/A
2083-03-25 07:25:09,14.0,B/A
2083-03-25 07:27:20,7.0,B/A
2083-03-25 07:29:23,9.0,B/A
2083-03-25 07:31:26,7.0,B/A
2083-03-25 07:33:31,6.0,B/A
2083-03-25 07:35:37,7.0,B/A
