peak_utc,peak_counts,class_like
2083-03-25 07:37:41,8.0,B/A
2083-03-25 07:39:46,6.0,B/A
2083-03-25 07:41:47,7.0,B/A
2083-03-25 07:43:52,7.0,B/A
2083-03-25 07:45:59,7.0,B/A
2083-03-25 07:48:04,8.0,B/A
2083-03-25 07:50:08,8.0,B/A
2083-03-25 07:52:12,9.0,B/A
2083-03-25 07:54:21,8.0,B/A
2083-03-25 07:56:24,7.0,B/A
2083-03-25 07:58:29,7.0,B/A
2083-03-25 08:00:32,8.0,B/A
2083-03-25 08:02:37,8.0,B/A
2083-03-25 08:04:42,8.0,B/A
2083-03-25 08:06:46,7.0,B/A
2083-03-25 08:08:52,7.0,B/A
2083-03-25 08:10:58,8.0,B/A
2083-03-25 08:13:04,8.0,B/A
2083-03-25 08:15:13,8.0,B/A
2083-03-25 08:17:24,7.0,B/A
2083-03-25 08:19:25,7.0,B/A
2083-03-25 08:21:31,6.0,B/A
2083-03-25 08:23:36,7.0,B/A
2083-03-25 08:25:40,9.0,B/A
2083-03-25 08:27:49,10.0,B/A
2083-03-25 08:29:52,9.0,B/A
2083-03-25 08:31:54,10.0,B/A
2083-03-25 08:34:08,11.0,B/A
2083-03-25 08:36:16,6.0,B/A
2083-03-25 08:38:23,8.0,B/A
2083-03-25 08:40:25,7.0,B/A
2083-03-25 08:42:29,7.0,B/A
2083-03-25 08:44:34,6.0,B/A
2083-03-25 08:46:43,8.0,B/A
2083-03-25 08:48:45,6.0,B/A
2083-03-25 08:50:47,6.0,B/A
2083-03-25 08:52:49,7.0,B/A
2083-03-25 08:54:52,10.0,B/A
2083-03-25 08:56:55,13.0,B/A
2083-03-25 08:59:00,8.0,B/A
2083-03-25 09:01:06,6.0,B/A
2083-03-25 09:03:08,6.0,B/A
2083-03-25 09:05:12,7.0,B/A
2083-03-25 09:07:13,8.0,B/A
2083-03-25 09:09:22,10.0,B/A
2083-03-25 09:11:25,9.0,B/A
2083-03-25 09:13:33,9.0,B/A
2083-03-25 09:15:35,7.0,B/A
2083-03-25 09:17:47,8.0,B/A
2083-03-25 09:19:48,8.0,B/A
2083-03-25 09:21:50,9.0,B/A
2083-03-25 09:23:51,7.0,B/A
2083-03-25 09:25:54,10.0,B/A
2083-03-25 09:27:58,7.0,B/A
2083-03-25 09:30:05,10.0,B/A
2083-03-25 09:32:12,8.0,B/A
2083-03-25 09:34:13,7.0,B/A
2083-03-25 09:36:16,8.0,B/A
2083-03-25 09:38:21,8.0,B/A
2083-03-25 09:40:22,8.0,B/A
2083-03-25 09:42:27,10.0,B/A
2083-03-25 09:44:29,9.0,B/A
2083-03-25 09:46:33,8.0,B/A
2083-03-25 09:48:39,8.0,B/A
2083-03-25 09:50:41,9.0,B/A
2083-03-25 09:52:44,8.0,B/A
2083-03-25 09:54:46,8.0,B/A
2083-03-25 09:56:54,8.0,B/A
2083-03-25 09:59:02,8.0,B/A
2083-03-25 10:01:02,9.0,B/A
2083-03-25 10:03:04,7.0,B/A
2083-03-25 10:05:05,8.0,B/A
2083-03-25 10:07:11,8.0,B/A
2083-03-25 10:09:14,8.0,B/A
2083-03-25 10:11:32,9.0,B/A
2083-03-25 10:13:40,6.0,B/A
2083-03-25 10:15:42,7.0,B/A
2083-03-25 10:17:47,6.0,B/A
2083-03-25 10:19:51,6.0,B/A
2083-03-25 10:21:53,8.0,B/A
2083-03-25 10:24:00,7.0,B/A
2083-03-25 10:26:04,6.0,B/A
2083-03-25 10:28:08,7.0,B/A
2083-03-25 10:30:11,7.0,B/A
2083-03-25 10:32:12,6.0,B/A
2083-03-25 10:34:15,9.0,B/A
2083-03-25 10:36:20,8.0,B/A
2083-03-25 10:38:22,6.0,B/A
2083-03-25 10:40:27,7.0,B/A
2083-03-25 10:42:30,7.0,B/A
2083-03-25 10:44:38,7.0,B/A
2083-03-25 10:46:47,8.0,B/A
2083-03-25 10:48:48,7.0,B/A
2083-03-25 10:50:53,8.0,B/A
2083-03-25 10:52:56,9.0,B/A
2083-03-25 10:55:06,8.0,B/A
2083-03-25 10:57:10,19.0,B/A
2083-03-25 10:59:11,20.0,B/A
2083-03-25 11:01:13,9.0,B/A
2083-03-25 11:03:16,8.0,B/A
2083-03-25 11:05:21,9.0,B/A
2083-03-25 11:07:22,10.0,B/A
2083-03-25 11:09:26,10.0,B/A
2083-03-25 11:11:29,7.0,B/A
2083-03-25 11:13:31,8.0,B/A
2083-03-25 11:15:39,7.0,B/A
2083-03-25 11:17:47,7.0,B/A
2083-03-25 11:19:51,8.0,B/A
2083-03-25 11:21:52,8.0,B/A
2083-03-25 11:23:58,8.0,B/A
2083-03-25 11:26:08,9.0,B/A
2083-03-25 11:28:12,7.0,B/A
2083-03-25 11:30:19,7.0,B/A
2083-03-25 11:32:27,6.0,B/A
2083-03-25 11:34:33,8.0,B/A
2083-03-25 11:36:37,6.0,B/A
2083-03-25 11:38:39,7.0,B/A
2083-03-25 11:40:45,7.0,B/A
2083-03-25 11:42:55,7.0,B/A
2083-03-25 11:45:00,7.0,B/A
2083-03-25 11:47:02,6.0,B/A
2083-03-25 11:49:07,9.0,B/A
2083-03-25 11:51:16,6.0,B/A
2083-03-25 11:53:19,7.0,B/A
2083-03-25 11:55:26,6.0,B/A
2083-03-25 11:57:27,8.0,B/A
2083-03-25 11:59:32,6.0,B/A
2083-03-25 12:01:34,8.0,B/A
2083-03-25 12:03:37,7.0,B/A
2083-03-25 12:05:43,8.0,B/A
2083-03-25 12:07:44,6.0,B/A
2083-03-25 12:09:59,7.0,B/A
2083-03-25 12:12:07,8.0,B/A
2083-03-25 12:14:08,9.0,B/A
2083-03-25 12:16:12,8.0,B/A
2083-03-25 12:18:16,9.0,B/A
2083-03-25 12:20:19,8.0,B/A
2083-03-25 12:22:23,7.0,B/A
2083-03-25 12:24:24,8.0,B/A
2083-03-25 12:26:29,9.0,B/A
2083-03-25 12:28:32,11.0,B/A
2083-03-25 12:30:39,13.0,B/A
2083-03-25 12:32:44,14.0,B/A
2083-03-25 12:34:52,8.0,B/A
2083-03-25 12:36:55,10.0,B/A
2083-03-25 12:38:58,10.0,B/A
2083-03-25 12:41:09,11.0,B/A
2083-03-25 12:43:13,11.0,B/A
2083-03-25 12:45:23,11.0,B/A
2083-03-25 12:47:28,10.0,B/A
2083-03-25 12:49:33,9.0,B/A
2083-03-25 12:51:36,9.0,B/A
2083-03-25 12:53:37,10.0,B/A
2083-03-25 12:55:41,11.0,B/A
2083-03-25 12:57:53,9.0,B/A
2083-03-25 12:59:58,10.0,B/A
2083-03-25 13:02:00,8.0,B/A
2083-03-25 13:04:02,8.0,B/A
2083-03-25 13:06:04,8.0,B/A
2083-03-25 13:08:05,8.0,B/A
2083-03-25 13:10:06,8.0,B/A
2083-03-25 13:12:08,8.0,B/A
2083-03-25 13:14:10,11.0,B/A
2083-03-25 13:16:14,9.0,B/A
2083-03-25 13:18:15,10.0,B/A
2083-03-25 13:20:20,16.0,B/A
2083-03-25 13:22:25,8.0,B/A
2083-03-25 13:24:30,7.0,B/A
2083-03-25 13:26:37,8.0,B/A
2083-03-25 13:28:45,8.0,B/A
2083-03-25 13:30:48,9.0,B/A
2083-03-25 13:32:50,7.0,B/A
2083-03-25 13:34:55,8.0,B/A
2083-03-25 13:36:56,7.0,B/A
2083-03-25 13:39:12,7.0,B/A
2083-03-25 13:41:18,9.0,B/A
2083-03-25 13:43:22,7.0,B/A
2083-03-25 13:45:24,6.0,B/A
2083-03-25 13:47:25,7.0,B/A
2083-03-25 13:49:27,7.0,B/A
2083-03-25 13:51:28,7.0,B/A
2083-03-25 13:53:37,10.0,B/A
2083-03-25 13:55:40,9.0,B/A
2083-03-25 13:57:43,10.0,B/A
2083-03-25 13:59:46,10.0,B/A
2083-03-25 14:01:52,9.0,B/A
2083-03-25 14:03:57,9.0,B/A
2083-03-25 14:05:57,8.0,B/A
2083-03-25 14:07:59,8.0,B/A
2083-03-25 14:10:04,9.0,B/A
2083-03-25 14:12:07,8.0,B/A
2083-03-25 14:14:13,9.0,B/A
2083-03-25 14:16:16,7.0,B/A
2083-03-25 14:18:24,7.0,B/A
2083-03-25 14:20:25,8.0,B/A
2083-03-25 14:22:27,9.0,B/A
2083-03-25 14:24:31,7.0,B/A
2083-03-25 14:26:35,7.0,B/A
2083-03-25 14:28:44,7.0,B/A
2083-03-25 14:30:46,7.0,B/A
2083-03-25 14:33:00,7.0,B/A
2083-03-25 14:35:02,8.0,B/A
2083-03-25 14:37:04,7.0,B/A
2083-03-25 14:39:09,8.0,B/A
2083-03-25 14:41:15,7.0,B/A
2083-03-25 14:43:21,8.0,B/A
2083-03-25 14:45:32,7.0,B/A
2083-03-25 14:47:35,6.0,B/A
2083-03-25 14:49:42,7.0,B/A
2083-03-25 14:51:47,7.0,B/A
2083-03-25 14:53:49,8.0,B/A
2083-03-25 14:55:50,7.0,B/A
2083-03-25 14:57:54,7.0,B/A
2083-03-25 14:59:55,6.0,B/A
2083-03-25 15:01:56,8.0,B/A
2083-03-25 15:04:01,7.0,B/A
2083-03-25 15:06:07,7.0,B/A
2083-03-25 15:08:08,7.0,B/A
2083-03-25 15:10:10,8.0,B/A
2083-03-25 15:12:18,8.0,B/A
2083-03-25 15:14:31,7.0,B/A
2083-03-25 15:16:32,8.0,B/A
2083-03-25 15:18:35,7.0,B/A
2083-03-25 15:20:41,8.0,B/A
2083-03-25 15:22:41,7.0,B/A
2083-03-25 15:24:47,7.0,B/A
2083-03-25 15:26:50,7.0,B/A
2083-03-25 15:28:56,6.0,B/A
2083-03-25 15:31:00,6.0,B/A
2083-03-25 15:33:04,6.0,B/A
2083-03-25 15:35:10,8.0,B/A
2083-03-25 15:37:17,6.0,B/A
2083-03-25 15:39:21,8.0,B/A
2083-03-25 15:41:27,7.0,B/A
2083-03-25 15:43:33,6.0,B/A
2083-03-25 15:45:36,7.0,B/A
2083-03-25 15:47:39,7.0,B/A
2083-03-25 15:49:41,8.0,B/A
2083-03-25 15:51:46,6.0,B/A
2083-03-25 15:53:49,6.0,B/A
2083-03-25 15:55:54,7.0,B/A
2083-03-25 15:58:08,6.0,B/A
2083-03-25 16:00:09,6.0,B/A
2083-03-25 16:02:13,8.0,B/A
2083-03-25 16:04:19,7.0,B/A
2083-03-25 16:06:21,6.0,B/A
2083-03-25 16:08:24,6.0,B/A
2083-03-25 16:10:25,7.0,B/A
2083-03-25 16:12:29,10.0,B/A
2083-03-25 16:14:33,9.0,B/A
2083-03-25 16:16:40,7.0,B/A
2083-03-25 16:18:47,7.0,B/A
2083-03-25 16:21:04,8.0,B/A
2083-03-25 16:23:06,8.0,B/A
2083-03-25 16:25:19,8.0,B/A
2083-03-25 16:27:21,8.0,B/A
2083-03-25 16:29:22,10.0,B/A
2083-03-25 16:31:25,10.0,B/A
2083-03-25 16:33:27,9.0,B/A
2083-03-25 16:35:31,9.0,B/A
2083-03-25 16:37:36,10.0,B/A
2083-03-25 16:39:42,10.0,B/A
2083-03-25 16:41:45,9.0,B/A
2083-03-25 16:43:56,9.0,B/A
2083-03-25 16:46:00,9.0,B/A
2083-03-25 16:48:01,7.0,B/A
2083-03-25 16:50:03,6.0,B/A
2083-03-25 16:52:06,8.0,B/A
2083-03-25 16:54:08,6.0,B/A
2083-03-25 16:56:10,8.0,B/A
2083-03-25 16:58:12,7.0,B/A
2083-03-25 17:00:13,9.0,B/A
2083-03-25 17:02:17,8.0,B/A
2083-03-25 17:04:20,7.0,B/A
2083-03-25 17:06:25,8.0,B/A
2083-03-25 17:08:30,12.0,B/A
2083-03-25 17:10:34,10.0,B/A
2083-03-25 17:12:41,12.0,B/A
2083-03-25 17:14:41,14.0,B/A
2083-03-25 17:16:47,10.0,B/A
2083-03-25 17:18:53,9.0,B/A
2083-03-25 17:21:00,9.0,B/A
2083-03-25 17:23:05,8.0,B/A
2083-03-25 17:25:09,9.0,B/A
2083-03-25 17:27:13,8.0,B/A
2083-03-25 17:29:21,9.0,B/A
2083-03-25 17:31:27,10.0,B/A
2083-03-25 17:33:29,10.0,B/A
2083-03-25 17:35:48,8.0,B/A
2083-03-25 17:37:51,11.0,B/A
2083-03-25 17:39:59,8.0,B/A
2083-03-25 17:42:07,9.0,B/A
2083-03-25 17:44:11,8.0,B/A
2083-03-25 17:46:16,8.0,B/A
2083-03-25 17:48:21,11.0,B/A
2083-03-25 17:50:33,10.0,B/A
2083-03-25 17:52:39,10.0,B/A
2083-03-25 17:54:41,10.0,B/A
2083-03-25 17:56:50,8.0,B/A
2083-03-25 17:58:57,8.0,B/A
2083-03-25 18:01:09,9.0,B/A
2083-03-25 18:03:26,8.0,B/A
2083-03-25 18:05:27,9.0,B/A
2083-03-25 18:07:33,8.0,B/A
2083-03-25 18:09:38,8.0,B/A
2083-03-25 18:11:40,9.0,B/A
2083-03-25 18:13:46,9.0,B/A
2083-03-25 18:15:46,8.0,B/A
2083-03-25 18:17:59,7.0,B/A
2083-03-25 18:20:11,7.0,B/A
2083-03-25 18:22:17,8.0,B/A
2083-03-25 18:24:23,7.0,B/A
2083-03-25 18:26:27,14.0,B/A
2083-03-25 18:28:33,24.0,B/A
2083-03-25 18:30:41,30.0,B/A
2083-03-25 18:32:59,33.0,B/A
2083-03-25 18:35:00,31.0,B/A
2083-03-25 18:37:03,26.0,B/A
2083-03-25 18:39:15,23.0,B/A
2083-03-25 18:41:24,21.0,B/A
2083-03-25 18:43:42,22.0,B/A
2083-03-25 18:45:59,18.0,B/A
2083-03-25 18:48:07,18.0,B/A
2083-03-25 18:50:10,17.0,B/A
2083-03-25 18:52:15,15.0,B/A
2083-03-25 18:54:20,16.0,B/A
2083-03-25 18:56:23,16.0,B/A
2083-03-25 18:58:40,15.0,B/A
2083-03-25 19:00:51,12.0,B/A
2083-03-25 19:02:52,11.0,B/A
2083-03-25 19:04:56,10.0,B/A
2083-03-25 19:06:58,10.0,B/A
2083-03-25 19:09:01,11.0,B/A
2083-03-25 19:11:05,9.0,B/A
2083-03-25 19:13:09,9.0,B/A
2083-03-25 19:15:16,10.0,B/A
2083-03-25 19:17:21,11.0,B/A
2083-03-25 19:19:24,10.0,B/A
2083-03-25 19:21:27,10.0,B/A
2083-03-25 19:23:49,10.0,B/A
2083-03-25 19:25:57,10.0,B/A
2083-03-25 19:28:00,12.0,B/A
2083-03-25 19:30:03,11.0,B/A
2083-03-25 19:32:10,15.0,B/A
2083-03-25 19:34:18,12.0,B/A
2083-03-25 19:36:19,11.0,B/A
2083-03-25 19:38:20,10.0,B/A
2083-03-25 19:40:24,7.0,B/A
2083-03-25 19:42:26,10.0,B/A
2083-03-25 19:44:29,10.0,B/A
2083-03-25 19:46:31,10.0,B/A
2083-03-25 19:48:33,9.0,B/A
2083-03-25 19:50:36,10.0,B/A
2083-03-25 19:52:37,10.0,B/A
2083-03-25 19:54:45,11.0,B/A
2083-03-25 19:56:55,10.0,B/A
2083-03-25 19:59:00,11.0,B/A
2083-03-25 20:01:18,8.0,B/A
2083-03-25 20:03:35,8.0,B/A
2083-03-25 20:05:37,7.0,B/A
2083-03-25 20:07:46,8.0,B/A
2083-03-25 20:09:51,8.0,B/A
2083-03-25 20:11:58,8.0,B/A
2083-03-25 20:14:04,7.0,B/A
2083-03-25 20:16:09,8.0,B/A
2083-03-25 20:18:10,7.0,B/A
2083-03-25 20:20:16,7.0,B/A
2083-03-25 20:22:22,9.0,B/A
2083-03-25 20:24:26,9.0,B/A
2083-03-25 20:26:29,9.0,B/A
2083-03-25 20:28:31,9.0,B/A
2083-03-25 20:30:37,10.0,B/A
2083-03-25 20:32:40,8.0,B/A
2083-03-25 20:34:44,8.0,B/A
2083-03-25 20:36:51,8.0,B/A
2083-03-25 20:39:00,7.0,B/A
2083-03-25 20:41:07,9.0,B/A
2083-03-25 20:43:08,7.0,B/A
2083-03-25 20:45:12,9.0,B/A
2083-03-25 20:47:15,7.0,B/A
2083-03-25 20:49:19,7.0,B/A
2083-03-25 20:51:20,7.0,B/A
2083-03-25 20:53:26,10.0,B/A
2083-03-25 20:55:27,8.0,B/A
2083-03-25 20:57:34,5.0,B/A
2083-03-25 20:59:39,8.0,B/A
2083-03-25 21:01:43,8.0,B/A
2083-03-25 21:03:46,7.0,B/A
2083-03-25 21:05:54,8.0,B/A
2083-03-25 21:07:59,9.0,B/A
2083-03-25 21:10:07,6.0,B/A
2083-03-25 21:12:09,7.0,B/A
2083-03-25 21:14:16,7.0,B/A
2083-03-25 21:16:25,7.0,B/A
2083-03-25 21:18:37,14.0,B/A
2083-03-25 21:20:46,13.0,B/A
2083-03-25 21:22:51,12.0,B/A
2083-03-25 21:24:54,14.0,B/A
2083-03-25 21:26:58,14.0,B/A
2083-03-25 21:29:02,16.0,B/A
2083-03-25 21:31:04,12.0,B/A
2083-03-25 21:33:11,9.0,B/A
2083-03-25 21:35:15,9.0,B/A
2083-03-25 21:37:24,10.0,B/A
2083-03-25 21:39:29,7.0,B/A
2083-03-25 21:41:34,7.0,B/A
2083-03-25 21:43:35,9.0,B/A
2083-03-25 21:45:39,9.0,B/A
2083-03-25 21:47:47,7.0,B/A
2083-03-25 21:49:53,7.0,B/A
2083-03-25 21:52:03,7.0,B/A
2083-03-25 21:54:10,6.0,B/A
2083-03-25 21:56:13,7.0,B/A
2083-03-25 21:58:15,6.0,B/A
2083-03-25 22:00:18,6.0,B/A
2083-03-25 22:02:25,6.0,B/A
2083-03-25 22:04:25,5.0,B/A
2083-03-25 22:06:32,7.0,B/A
2083-03-25 22:08:34,6.0,B/A
2083-03-25 22:10:40,5.0,B/A
2083-03-25 22:12:43,8.0,B/A
2083-03-25 22:14:46,8.0,B/A
2083-03-25 22:16:58,7.0,B/A
2083-03-25 22:19:06,8.0,B/A
2083-03-25 22:21:07,6.0,B/A
2083-03-25 22:23:14,6.0,B/A
2083-03-25 22:25:16,7.0,B/A
2083-03-25 22:27:21,8.0,B/A
2083-03-25 22:29:25,7.0,B/A
2083-03-25 22:31:28,6.0,B/A
2083-03-25 22:33:30,10.0,B/A
2083-03-25 22:35:32,10.0,B/A
2083-03-25 22:37:37,9.0,B/A
2083-03-25 22:39:38,7.0,B/A
2083-03-25 22:41:41,10.0,B/A
2083-03-25 22:43:44,7.0,B/A
2083-03-25 22:45:51,8.0,B/A
2083-03-25 22:47:52,8.0,B/A
2083-03-25 22:49:53,9.0,B/A
2083-03-25 22:51:55,8.0,B/A
2083-03-25 22:54:05,7.0,B/A
2083-03-25 22:56:09,8.0,B/A
2083-03-25 22:58:16,7.0,B/A
2083-03-25 23:00:23,9.0,B/A
2083-03-25 23:02:32,7.0,B/A
2083-03-25 23:04:41,9.0,B/A
2083-03-25 23:06:42,10.0,B/A
2083-03-25 23:08:46,11.0,B/A
2083-03-25 23:10:50,15.0,B/A
2083-03-25 23:12:52,11.0,B/A
2083-03-25 23:15:02,11.0,B/A
2083-03-25 23:17:08,9.0,B/A
2083-03-25 23:19:18,11.0,B/A
2083-03-25 23:21:24,10.0,B/A
2083-03-25 23:23:34,10.0,B/A
2083-03-25 23:25:39,9.0,B/A
2083-03-25 23:27:45,7.0,B/A
2083-03-25 23:29:47,10.0,B/A
2083-03-25 23:31:49,7.0,B/A
2083-03-25 23:33:54,7.0,B/A
2083-03-25 23:35:58,9.0,B/A
2083-03-25 23:38:00,15.0,B/A
2083-03-25 23:40:05,18.0,B/A
2083-03-25 23:42:11,19.0,B/A
2083-03-25 23:44:16,17.0,B/A
2083-03-25 23:46:20,16.0,B/A
2083-03-25 23:48:24,16.0,B/A
2083-03-25 23:50:27,17.0,B/A
2083-03-25 23:52:35,14.0,B/A
2083-03-25 23:54:39,13.0,B/A
2083-03-25 23:56:42,12.0,B/A
2083-03-25 23:58:51,9.0,B/A
2083-03-27 00:00:07,11.0,B/A
2083-03-27 00:02:15,13.0,B/A
2083-03-27 00:04:21,11.0,B/A
2083-03-27 00:06:28,11.0,B/A
2083-03-27 00:08:34,11.0,B/A
2083-03-27 00:10:34,10.0,B/A
2083-03-27 00:12:43,9.0,B/A
2083-03-27 00:14:46,10.0,B/A
2083-03-27 00:16:49,9.0,B/A
2083-03-27 00:18:53,11.0,B/A
2083-03-27 00:20:59,8.0,B/A
2083-03-27 00:23:06,6.0,B/A
2083-03-27 00:25:07,7.0,B/A
2083-03-27 00:27:09,7.0,B/A
2083-03-27 00:29:13,7.0,B/A
2083-03-27 00:31:20,6.0,B/A
2083-03-27 00:33:22,6.0,B/A
2083-03-27 00:35:24,5.0,B/A
2083-03-27 00:37:26,8.0,B/A
2083-03-27 00:39:29,7.0,B/A
2083-03-27 00:41:30,6.0,B/A
2083-03-27 00:43:38,10.0,B/A
2083-03-27 00:45:43,8.0,B/A
2083-03-27 00:47:44,8.0,B/A
2083-03-27 00:49:54,7.0,B/A
2083-03-27 00:51:56,7.0,B/A
2083-03-27 00:54:00,8.0,B/A
2083-03-27 00:56:01,9.0,B/A
2083-03-27 00:58:05,7.0,B/A
2083-03-27 01:00:11,9.0,B/A
2083-03-27 01:02:18,9.0,B/A
2083-03-27 01:04:21,9.0,B/A
2083-03-27 01:06:22,8.0,B/A
2083-03-27 01:08:24,9.0,B/A
2083-03-27 01:10:26,8.0,B/A
2083-03-27 01:12:41,8.0,B/A
2083-03-27 01:14:46,10.0,B/A
2083-03-27 01:16:47,10.0,B/A
2083-03-27 01:18:52,10.0,B/A
2083-03-27 01:21:06,8.0,B/A
2083-03-27 01:23:07,9.0,B/A
2083-03-27 01:25:14,7.0,B/A
2083-03-27 01:27:22,9.0,B/A
2083-03-27 01:29:30,8.0,B/A
2083-03-27 01:31:35,9.0,B/A
2083-03-27 01:33:37,8.0,B/A
2083-03-27 01:35:42,10.0,B/A
2083-03-27 01:37:47,11.0,B/A
2083-03-27 01:39:49,9.0,B/A
2083-03-27 01:41:55,11.0,B/A
2083-03-27 01:43:58,9.0,B/A
2083-03-27 01:46:01,10.0,B/A
2083-03-27 01:48:12,12.0,B/A
2083-03-27 01:50:20,13.0,B/A
2083-03-27 01:52:22,10.0,B/A
2083-03-27 01:54:29,9.0,B/A
2083-03-27 01:56:34,8.0,B/A
2083-03-27 01:58:41,10.0,B/A
2083-03-27 02:00:43,7.0,B/A
2083-03-27 02:02:48,8.0,B/A
2083-03-27 02:04:50,8.0,B/A
2083-03-27 02:06:56,10.0,B/A
2083-03-27 02:08:58,8.0,B/A
2083-03-27 02:11:01,8.0,B/A
2083-03-27 02:13:05,8.0,B/A
2083-03-27 02:15:08,12.0,B/A
2083-03-27 02:17:14,11.0,B/A
2083-03-27 02:19:18,11.0,B/A
2083-03-27 02:21:26,13.0,B/A
2083-03-27 02:23:27,9.0,B/A
2083-03-27 02:25:32,11.0,B/A
2083-03-27 02:27:35,12.0,B/A
2083-03-27 02:29:36,10.0,B/A
2083-03-27 02:31:44,12.0,B/A
2083-03-27 02:33:44,13.0,B/A
2083-03-27 02:35:46,10.0,B/A
2083-03-27 02:37:47,13.0,B/A
2083-03-27 02:39:49,12.0,B/A
2083-03-27 02:41:55,11.0,B/A
2083-03-27 02:43:58,11.0,B/A
2083-03-27 02:46:01,10.0,B/A
2083-03-27 02:48:14,10.0,B/A
2083-03-27 02:50:17,9.0,B/A
2083-03-27 02:52:20,8.0,B/A
2083-03-27 02:54:24,9.0,B/A
2083-03-27 02:56:26,8.0,B/A
2083-03-27 02:58:32,9.0,B/A
2083-03-27 03:00:46,10.0,B/A
2083-03-27 03:02:52,9.0,B/A
2083-03-27 03:04:57,8.0,B/A
2083-03-27 03:07:00,7.0,B/A
2083-03-27 03:09:04,7.0,B/A
2083-03-27 03:11:12,8.0,B/A
2083-03-27 03:13:14,7.0,B/A
2083-03-27 03:15:16,14.0,B/A
2083-03-27 03:17:20,8.0,B/A
2083-03-27 03:19:23,8.0,B/A
2083-03-27 03:21:27,7.0,B/A
2083-03-27 03:23:33,8.0,B/A
2083-03-27 03:25:36,8.0,B/A
2083-03-27 03:27:42,10.0,B/A
2083-03-27 03:29:45,10.0,B/A
2083-03-27 03:31:50,10.0,B/A
2083-03-27 03:33:50,10.0,B/A
2083-03-27 03:35:55,10.0,B/A
2083-03-27 03:37:58,12.0,B/A
2083-03-27 03:40:02,12.0,B/A
2083-03-27 03:42:10,10.0,B/A
2083-03-27 03:44:14,9.0,B/A
2083-03-27 03:46:16,10.0,B/A
2083-03-27 03:48:20,10.0,B/A
2083-03-27 03:50:26,10.0,B/A
2083-03-27 03:52:31,9.0,B/A
2083-03-27 03:54:35,10.0,B/A
2083-03-27 03:56:36,8.0,B/A
2083-03-27 03:58:47,7.0,B/A
2083-03-27 04:00:48,11.0,B/A
2083-03-27 04:02:58,8.0,B/A
2083-03-27 04:05:02,11.0,B/A
2083-03-27 04:07:10,9.0,B/A
2083-03-27 04:09:17,10.0,B/A
2083-03-27 04:11:21,9.0,B/A
2083-03-27 04:13:23,10.0,B/A
2083-03-27 04:15:25,8.0,B/A
2083-03-27 04:17:30,10.0,B/A
2083-03-27 04:19:33,10.0,B/A
2083-03-27 04:21:39,9.0,B/A
2083-03-27 04:23:41,11.0,B/A
2083-03-27 04:25:51,10.0,B/A
2083-03-27 04:27:56,10.0,B/A
2083-03-27 04:29:59,10.0,B/A
2083-03-27 04:32:01,13.0,B/A
2083-03-27 04:34:04,15.0,B/A
2083-03-27 04:36:08,17.0,B/A
2083-03-27 04:38:14,12.0,B/A
2083-03-27 04:40:16,14.0,B/A
2083-03-27 04:42:19,11.0,B/A
2083-03-27 04:44:22,12.0,B/A
2083-03-27 04:46:23,14.0,B/A
2083-03-27 04:48:28,12.0,B/A
2083-03-27 04:50:29,13.0,B/A
2083-03-27 04:52:36,14.0,B/A
2083-03-27 04:54:41,13.0,B/A
2083-03-27 04:56:46,13.0,B/A
2083-03-27 04:58:50,15.0,B/A
2083-03-27 05:00:56,14.0,B/A
2083-03-27 05:02:57,14.0,B/A
2083-03-27 05:05:02,17.0,B/A
2083-03-27 05:07:03,15.0,B/A
2083-03-27 05:09:07,15.0,B/A
2083-03-27 05:11:20,18.0,B/A
2083-03-27 05:13:22,15.0,B/A
2083-03-27 05:15:23,20.0,B/A
2083-03-27 05:17:25,17.0,B/A
2083-03-27 05:19:35,14.0,B/A
2083-03-27 05:21:38,17.0,B/A
2083-03-27 05:23:42,14.0,B/A
2083-03-27 05:25:46,15.0,B/A
2083-03-27 05:27:51,16.0,B/A
2083-03-27 05:29:54,18.0,B/A
2083-03-27 05:31:56,16.0,B/A
2083-03-27 05:34:05,14.0,B/A
2083-03-27 05:36:17,16.0,B/A
2083-03-27 05:38:30,15.0,B/A
2083-03-27 05:40:40,18.0,B/A
2083-03-27 05:42:50,18.0,B/A
2083-03-27 05:45:00,19.0,B/A
2083-03-27 05:47:07,20.0,B/A
2083-03-27 05:49:13,22.0,B/A
2083-03-27 05:51:18,24.0,B/A
2083-03-27 05:53:23,24.0,B/A
2083-03-27 05:55:31,25.0,B/A
2083-03-27 05:57:37,26.0,B/A
2083-03-27 05:59:42,20.0,B/A
2083-03-27 06:02:20,21.0,B/A
2083-03-27 06:04:23,19.0,B/A
2083-03-27 06:06:30,23.0,B/A
2083-03-27 06:08:38,19.0,B/A
2083-03-27 06:10:44,18.0,B/A
2083-03-27 06:12:48,17.0,B/A
2083-03-27 06:14:52,17.0,B/A
2083-03-27 06:16:55,20.0,B/A
2083-03-27 06:19:04,20.0,B/A
2083-03-27 06:21:08,19.0,B/A
2083-03-27 06:23:09,17.0,B/A
2083-03-27 06:25:16,22.0,B/A
2083-03-27 06:27:20,21.0,B/A
2083-03-27 06:29:24,19.0,B/A
2083-03-27 06:31:26,17.0,B/A
2083-03-27 06:33:44,18.0,B/A
2083-03-27 06:35:54,21.0,B/A
2083-03-27 06:37:54,19.0,B/A
2083-03-27 06:40:00,19.0,B/A
